protein_id	Seq MD5 digest	Sequence length	Analysis	Signature accession	Signature description	Start location	Stop location	Score	Status	Date of run	Interpro annotations - accession	Interpro annotation - description	optional: GO terms	optional: Pathway annotation
HIN_033260	66aead3a52a75682dacf0e8a9ffc0979	326	SUPERFAMILY	SSF48239	Terpenoid cyclases/Protein prenyltransferases	4	321	5.8E-35	T	14-10-2020	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid		
HIN_033260	66aead3a52a75682dacf0e8a9ffc0979	326	PANTHER	PTHR11774	GERANYLGERANYL TRANSFERASE TYPE BETA SUBUNIT	30	322	5.1E-47	T	14-10-2020				
HIN_033260	66aead3a52a75682dacf0e8a9ffc0979	326	Gene3D	G3DSA:1.50.10.20	-	1	324	8.4E-48	T	14-10-2020				
HIN_065101	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	262	301	1.8E-6	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_065101	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	162	199	0.32	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_065101	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	125	147	1.2	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_065101	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	229	254	4.5E-5	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_065101	23b053579e93c19425df87df29907879	326	Gene3D	G3DSA:1.50.10.20	-	5	324	3.6E-47	T	14-10-2020				
HIN_065101	23b053579e93c19425df87df29907879	326	PANTHER	PTHR11774	GERANYLGERANYL TRANSFERASE TYPE BETA SUBUNIT	30	322	4.2E-46	T	14-10-2020				
HIN_065101	23b053579e93c19425df87df29907879	326	SUPERFAMILY	SSF48239	Terpenoid cyclases/Protein prenyltransferases	4	321	3.61E-34	T	14-10-2020	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid		
HIN_070048	23b053579e93c19425df87df29907879	326	Gene3D	G3DSA:1.50.10.20	-	5	324	3.6E-47	T	14-10-2020				
HIN_070048	23b053579e93c19425df87df29907879	326	SUPERFAMILY	SSF48239	Terpenoid cyclases/Protein prenyltransferases	4	321	3.61E-34	T	14-10-2020	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid		
HIN_070048	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	262	301	1.8E-6	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_070048	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	125	147	1.2	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_070048	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	162	199	0.32	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_070048	23b053579e93c19425df87df29907879	326	Pfam	PF00432	Prenyltransferase and squalene oxidase repeat	229	254	4.5E-5	T	14-10-2020	IPR001330	PFTB repeat	GO:0003824	
HIN_070048	23b053579e93c19425df87df29907879	326	PANTHER	PTHR11774	GERANYLGERANYL TRANSFERASE TYPE BETA SUBUNIT	30	322	4.2E-46	T	14-10-2020				
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	SMART	SM00645	pept_c1	161	430	3.9E-10	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	23	423	3.3E-29	T	14-10-2020				
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	Coils	Coil	Coil	548	555	-	T	14-10-2020				
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	Pfam	PF00112	Papain family cysteine protease	161	424	6.1E-29	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	CDD	cd02248	Peptidase_C1A	162	427	8.06035E-45	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	179	190	-	T	14-10-2020	IPR000169	Cysteine peptidase, cysteine active site		
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	SUPERFAMILY	SSF54001	Cysteine proteinases	14	426	1.81E-47	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_018451	296dcd417836fa5c4ecc973e87f276be	555	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	23	423	3.3E-29	T	14-10-2020				
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	Pfam	PF00112	Papain family cysteine protease	161	424	3.5E-28	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	SUPERFAMILY	SSF54001	Cysteine proteinases	14	426	5.07E-47	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	SMART	SM00645	pept_c1	161	430	1.2E-9	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	23	423	6.8E-28	T	14-10-2020				
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	Coils	Coil	Coil	548	555	-	T	14-10-2020				
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	CDD	cd02248	Peptidase_C1A	162	427	1.35532E-43	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	179	190	-	T	14-10-2020	IPR000169	Cysteine peptidase, cysteine active site		
HIN_033446	4ebd5c51bafeb4f915309f218dfc4293	555	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	23	423	6.8E-28	T	14-10-2020				
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	Pfam	PF00112	Papain family cysteine protease	161	424	3.5E-28	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	SUPERFAMILY	SSF54001	Cysteine proteinases	14	426	5.07E-47	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	SMART	SM00645	pept_c1	161	430	1.2E-9	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	23	423	6.8E-28	T	14-10-2020				
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	CDD	cd02248	Peptidase_C1A	162	427	1.35532E-43	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	179	190	-	T	14-10-2020	IPR000169	Cysteine peptidase, cysteine active site		
HIN_055694	4ebd5c51bafeb4f915309f218dfc4293	555	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	23	423	6.8E-28	T	14-10-2020				
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	CDD	cd02248	Peptidase_C1A	163	428	2.57525E-45	T	14-10-2020	IPR039417	Papain-like cysteine endopeptidase		Reactome: R-HSA-2132295
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	PANTHER	PTHR12411:SF570	CATHEPSIN L 1	19	424	1.8E-29	T	14-10-2020				
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	SMART	SM00645	pept_c1	162	431	3.1E-10	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	Pfam	PF00112	Papain family cysteine protease	162	425	3.5E-29	T	14-10-2020	IPR000668	Peptidase C1A, papain C-terminal	GO:0006508|GO:0008234	
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	ProSitePatterns	PS00139	Eukaryotic thiol (cysteine) proteases cysteine active site.	180	191	-	T	14-10-2020	IPR000169	Cysteine peptidase, cysteine active site		
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	PANTHER	PTHR12411	CYSTEINE PROTEASE FAMILY C1-RELATED	19	424	1.8E-29	T	14-10-2020				
HIN_083862	d376e327502caaf54b05f0773a54ebdc	556	SUPERFAMILY	SSF54001	Cysteine proteinases	14	427	1.68E-48	T	14-10-2020	IPR038765	Papain-like cysteine peptidase superfamily		
HIN_016198	b17c9b1dd3efc0721ac87e12cbe4ab1d	90	SUPERFAMILY	SSF48592	GroEL equatorial domain-like	32	74	1.01E-6	T	14-10-2020	IPR027413	GroEL-like equatorial domain superfamily		
HIN_016198	b17c9b1dd3efc0721ac87e12cbe4ab1d	90	Gene3D	G3DSA:1.10.560.10	GROEL	7	75	1.1E-9	T	14-10-2020	IPR027413	GroEL-like equatorial domain superfamily		
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	PANTHER	PTHR23077	AAA-FAMILY ATPASE	415	612	7.9E-33	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	403	611	8.38E-31	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	PANTHER	PTHR23077:SF27	ATPASE FAMILY PROTEIN 2 HOMOLOG	415	612	7.9E-33	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	CDD	cd00009	AAA	416	544	7.29165E-14	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	Gene3D	G3DSA:3.40.50.300	-	229	322	1.2E-8	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	Gene3D	G3DSA:1.10.8.60	-	323	391	1.2E-8	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	SMART	SM00382	AAA_5	422	547	2.7E-11	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	SMART	SM00382	AAA_5	227	324	4.1	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	PANTHER	PTHR23077	AAA-FAMILY ATPASE	177	375	7.9E-33	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	426	544	1.7E-21	T	14-10-2020	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887	
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	Gene3D	G3DSA:1.10.8.60	-	546	625	5.9E-32	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	PANTHER	PTHR23077:SF27	ATPASE FAMILY PROTEIN 2 HOMOLOG	177	375	7.9E-33	T	14-10-2020				
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	227	369	1.58E-12	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_017371	d144677c8fea19ee4c531bb31486563c	645	Gene3D	G3DSA:3.40.50.300	-	423	642	5.9E-32	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	CDD	cd00009	AAA	210	322	0.00155465	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	429	547	2.0E-21	T	14-10-2020	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887	
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	Gene3D	G3DSA:1.10.8.60	-	549	628	8.5E-32	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	CDD	cd00009	AAA	419	547	3.84204E-14	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	Gene3D	G3DSA:3.40.50.300	-	426	645	8.5E-32	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	226	373	1.62E-12	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	PANTHER	PTHR23077:SF27	ATPASE FAMILY PROTEIN 2 HOMOLOG	425	613	3.6E-32	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	PANTHER	PTHR23077:SF27	ATPASE FAMILY PROTEIN 2 HOMOLOG	140	378	3.6E-32	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	Gene3D	G3DSA:1.10.8.60	-	326	394	3.8E-8	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	Gene3D	G3DSA:3.40.50.300	-	232	325	3.8E-8	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	407	610	4.63E-30	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	SMART	SM00382	AAA_5	230	327	2.4	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	SMART	SM00382	AAA_5	425	550	2.5E-11	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	PANTHER	PTHR23077	AAA-FAMILY ATPASE	425	613	3.6E-32	T	14-10-2020				
HIN_047793	2a03bfc318d22f4e8c256f4085dceb96	648	PANTHER	PTHR23077	AAA-FAMILY ATPASE	140	378	3.6E-32	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	429	538	3.1E-16	T	14-10-2020	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887	
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	218	369	5.09E-12	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	PANTHER	PTHR23077	AAA-FAMILY ATPASE	418	522	5.6E-25	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	PANTHER	PTHR23077	AAA-FAMILY ATPASE	122	378	5.6E-25	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	Gene3D	G3DSA:3.40.50.300	-	277	325	6.2E-8	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	MobiDBLite	mobidb-lite	consensus disorder prediction	530	544	-	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	PANTHER	PTHR23077:SF27	ATPASE FAMILY PROTEIN 2 HOMOLOG	122	378	5.6E-25	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	406	540	5.86E-20	T	14-10-2020	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	CDD	cd00009	AAA	210	322	0.00174969	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	SMART	SM00382	AAA_5	230	327	4.1	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	SMART	SM00382	AAA_5	425	557	1.3E-6	T	14-10-2020	IPR003593	AAA+ ATPase domain		
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	Gene3D	G3DSA:3.40.50.300	-	409	555	3.0E-20	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	Gene3D	G3DSA:1.10.8.60	-	326	394	6.2E-8	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	CDD	cd00009	AAA	419	550	5.19862E-11	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	PANTHER	PTHR23077:SF27	ATPASE FAMILY PROTEIN 2 HOMOLOG	418	522	5.6E-25	T	14-10-2020				
HIN_049157	02ee1959b96b40e36480fa6cddb5f345	575	MobiDBLite	mobidb-lite	consensus disorder prediction	530	575	-	T	14-10-2020				
HIN_039677	90598b986972a04978d579c86706a60d	243	Pfam	PF00240	Ubiquitin family	168	239	3.7E-22	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_039677	90598b986972a04978d579c86706a60d	243	PANTHER	PTHR10666:SF364	-	166	239	3.6E-30	T	14-10-2020				
HIN_039677	90598b986972a04978d579c86706a60d	243	PANTHER	PTHR10666	UBIQUITIN	166	239	3.6E-30	T	14-10-2020				
HIN_039677	90598b986972a04978d579c86706a60d	243	CDD	cd01803	Ubl_ubiquitin	166	240	1.0624E-32	T	14-10-2020				
HIN_039677	90598b986972a04978d579c86706a60d	243	PRINTS	PR00348	Ubiquitin signature	218	239	8.7E-21	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_039677	90598b986972a04978d579c86706a60d	243	PRINTS	PR00348	Ubiquitin signature	197	217	8.7E-21	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_039677	90598b986972a04978d579c86706a60d	243	PRINTS	PR00348	Ubiquitin signature	176	196	8.7E-21	T	14-10-2020	IPR019956	Ubiquitin domain		
HIN_039677	90598b986972a04978d579c86706a60d	243	SUPERFAMILY	SSF54236	Ubiquitin-like	158	239	3.17E-24	T	14-10-2020	IPR029071	Ubiquitin-like domain superfamily		
HIN_039677	90598b986972a04978d579c86706a60d	243	Gene3D	G3DSA:3.10.20.90	-	160	243	3.9E-30	T	14-10-2020				
HIN_039677	90598b986972a04978d579c86706a60d	243	ProSiteProfiles	PS50053	Ubiquitin domain profile.	166	237	21.829	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_039677	90598b986972a04978d579c86706a60d	243	SMART	SM00213	ubq_7	166	237	3.7E-25	T	14-10-2020	IPR000626	Ubiquitin-like domain	GO:0005515	
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	Gene3D	G3DSA:3.40.630.20	-	1	190	1.1E-43	T	14-10-2020	IPR036440	Peptidase C15, pyroglutamyl peptidase I-like superfamily		MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	133	149	3.8E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	63	75	3.8E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	5	28	3.8E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	PIRSF	PIRSF015592	Pyrrolidone-crbxlat_pptds	2	189	4.2E-37	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	SUPERFAMILY	SSF53182	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase)	2	181	1.7E-40	T	14-10-2020	IPR036440	Peptidase C15, pyroglutamyl peptidase I-like superfamily		MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	PANTHER	PTHR23402	PROTEASE FAMILY C15 PYROGLUTAMYL-PEPTIDASE I-RELATED	3	174	8.3E-23	T	14-10-2020	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like		MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	Pfam	PF01470	Pyroglutamyl peptidase	5	170	1.1E-29	T	14-10-2020	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like		MetaCyc: PWY-7942
HIN_036093	0029d6150ebbd79190f6c15fa1e297ae	196	PANTHER	PTHR23402:SF1	RE07960P	3	174	8.3E-23	T	14-10-2020				
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	133	149	3.8E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	63	75	3.8E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	5	28	3.8E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	PANTHER	PTHR23402:SF1	RE07960P	3	176	5.2E-23	T	14-10-2020				
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	Pfam	PF01470	Pyroglutamyl peptidase	5	170	8.3E-30	T	14-10-2020	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like		MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	Gene3D	G3DSA:3.40.630.20	-	1	190	5.0E-44	T	14-10-2020	IPR036440	Peptidase C15, pyroglutamyl peptidase I-like superfamily		MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	SUPERFAMILY	SSF53182	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase)	2	184	1.15E-40	T	14-10-2020	IPR036440	Peptidase C15, pyroglutamyl peptidase I-like superfamily		MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	PIRSF	PIRSF015592	Pyrrolidone-crbxlat_pptds	2	189	2.8E-37	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_036393	bda483e69b43866c2f9a4a7ab1dc7235	196	PANTHER	PTHR23402	PROTEASE FAMILY C15 PYROGLUTAMYL-PEPTIDASE I-RELATED	3	176	5.2E-23	T	14-10-2020	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like		MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	Pfam	PF01470	Pyroglutamyl peptidase	5	170	1.4E-30	T	14-10-2020	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like		MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	PIRSF	PIRSF015592	Pyrrolidone-crbxlat_pptds	2	190	1.5E-38	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	63	75	1.5E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	132	148	1.5E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	PRINTS	PR00706	Pyroglutamyl peptidase I (C15) family signature	5	28	1.5E-14	T	14-10-2020	IPR000816	Peptidase C15, pyroglutamyl peptidase I	GO:0005829|GO:0006508|GO:0016920	MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	PANTHER	PTHR23402	PROTEASE FAMILY C15 PYROGLUTAMYL-PEPTIDASE I-RELATED	3	183	4.1E-23	T	14-10-2020	IPR016125	Peptidase C15, pyroglutamyl peptidase I-like		MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	Gene3D	G3DSA:3.40.630.20	-	1	191	3.0E-44	T	14-10-2020	IPR036440	Peptidase C15, pyroglutamyl peptidase I-like superfamily		MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	SUPERFAMILY	SSF53182	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase)	2	183	2.49E-40	T	14-10-2020	IPR036440	Peptidase C15, pyroglutamyl peptidase I-like superfamily		MetaCyc: PWY-7942
HIN_037352	9be31efb8d3fcf99146612f62a10671b	194	PANTHER	PTHR23402:SF1	RE07960P	3	183	4.1E-23	T	14-10-2020				
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	Coils	Coil	Coil	233	253	-	T	14-10-2020				
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	PANTHER	PTHR30388:SF6	XANTHINE DEHYDROGENASE SUBUNIT A-RELATED	185	346	1.6E-37	T	14-10-2020				
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	PANTHER	PTHR30388	ALDEHYDE OXIDOREDUCTASE MOLYBDENUM COFACTOR ASSEMBLY PROTEIN	185	346	1.6E-37	T	14-10-2020				
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	PANTHER	PTHR30388:SF6	XANTHINE DEHYDROGENASE SUBUNIT A-RELATED	10	115	1.6E-37	T	14-10-2020				
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	Pfam	PF13478	XdhC Rossmann domain	188	336	8.1E-28	T	14-10-2020	IPR027051	XdhC Rossmann domain		
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	Gene3D	G3DSA:3.40.50.720	-	187	347	2.0E-31	T	14-10-2020				
HIN_051198	568f08a99f9c4ecbee95175685fda16c	348	PANTHER	PTHR30388	ALDEHYDE OXIDOREDUCTASE MOLYBDENUM COFACTOR ASSEMBLY PROTEIN	10	115	1.6E-37	T	14-10-2020				
